Win/Loss, Final Score, Highest Tile, Number of Moves, Time Elapsed
L, 16572, 1024, 1147, 10.4472
W, 34444, 2048, 2053, 14.7965
L, 7164, 512, 555, 6.16666
W, 56444, 4096, 2949, 20.4077
L, 7248, 512, 588, 6.42883
W, 27096, 2048, 1621, 14.2983
L, 7116, 512, 542, 6.26458
L, 16096, 1024, 1093, 9.53167
W, 30400, 2048, 1766, 14.764
W, 36020, 2048, 2177, 16.1518
L, 16264, 1024, 1085, 10.4129
L, 16432, 1024, 1108, 10.3338
W, 27216, 2048, 1610, 14.091
L, 16116, 1024, 1109, 10.4671
W, 21196, 2048, 1162, 10.4678
L, 16056, 1024, 1075, 9.95516
W, 34832, 2048, 2090, 15.4426
L, 15296, 1024, 1046, 9.8695
W, 36280, 2048, 2149, 15.6048
L, 7548, 512, 600, 6.53497
W, 35268, 2048, 2103, 15.7036
L, 3064, 256, 298, 4.49968
W, 32260, 2048, 1919, 15.0733
L, 15992, 1024, 1066, 10.1032
W, 32460, 2048, 1895, 14.7632
L, 12040, 1024, 825, 8.68836
W, 27204, 2048, 1647, 14.6424
L, 6352, 512, 497, 6.46007
L, 15860, 1024, 1064, 10.1093
L, 7068, 512, 542, 6.38352
L, 16060, 1024, 1105, 9.99468
L, 15948, 1024, 1095, 10.6234
W, 26440, 2048, 1606, 13.9446
L, 7008, 512, 526, 6.10764
L, 12140, 1024, 813, 8.76242
L, 6976, 512, 539, 6.4753
W, 25504, 2048, 1511, 13.5551
L, 6924, 512, 542, 6.3444
W, 32372, 2048, 1958, 15.2239
L, 9820, 1024, 664, 7.34309
W, 26464, 2048, 1563, 13.3172
W, 27176, 2048, 1636, 13.7736
W, 34492, 2048, 2003, 15.3161
W, 25436, 2048, 1511, 13.5327
W, 27216, 2048, 1633, 13.9676
W, 27284, 2048, 1629, 13.6227
W, 26676, 2048, 1607, 13.9123
W, 23424, 2048, 1410, 12.2865
W, 36216, 2048, 2136, 16.3753
L, 6636, 512, 517, 6.39198
L, 7016, 512, 577, 6.62225
L, 16060, 1024, 1073, 10.0144
W, 32228, 2048, 1903, 15.0283
L, 16068, 1024, 1118, 9.47921
L, 16308, 1024, 1121, 9.92623
L, 7008, 512, 554, 6.32171
W, 35764, 2048, 2145, 16.0415
W, 31520, 2048, 1845, 15.0674
W, 36500, 2048, 2175, 16.5891
L, 6168, 512, 469, 6.13206
W, 36104, 2048, 2174, 16.1283
L, 16092, 1024, 1111, 10.913
W, 26440, 2048, 1523, 12.9991
L, 16060, 1024, 1074, 9.53112
L, 15404, 1024, 1025, 9.45089
W, 35488, 2048, 2142, 16.0954
L, 16108, 1024, 1092, 10.4504
W, 36092, 2048, 2123, 15.8378
L, 16228, 1024, 1105, 910.36
W, 27320, 2048, 1654, 914.028
W, 32128, 2048, 1845, 14.3556
W, 32596, 2048, 1933, 14.7213
L, 12372, 1024, 893, 9.01142
L, 16060, 1024, 1080, 10.0437
L, 14188, 1024, 939, 9.74698
W, 36248, 2048, 2146, 916.033
L, 13604, 1024, 897, 8.89515
W, 27196, 2048, 1603, 13.2828
L, 16852, 1024, 1166, 10.1364
W, 60440, 4096, 3272, 21.9466
W, 34376, 2048, 2001, 14.6227
W, 27412, 2048, 1632, 13.7412
W, 36128, 2048, 2113, 15.9581
L, 16068, 1024, 1078, 9.71401
W, 34556, 2048, 1995, 15.4647
L, 16560, 1024, 1122, 10.613
W, 27128, 2048, 1599, 13.4409
W, 32188, 2048, 1896, 14.9044
W, 36216, 2048, 2166, 15.8987
L, 16456, 1024, 1169, 10.7696
W, 36244, 2048, 2209, 16.4559
L, 12220, 1024, 864, 8.79268
W, 23132, 2048, 1324, 12.1706
L, 14284, 1024, 916, 8.9767
L, 16168, 1024, 1099, 10.006
W, 34640, 2048, 2039, 15.5591
L, 7152, 512, 564, 6.77625
L, 16192, 1024, 1113, 10.4862
L, 12064, 1024, 807, 8.37576
L, 16164, 1024, 1108, 10.5188
L, 16488, 1024, 1135, 9.74996
L, 14356, 1024, 975, 10.1163
L, 12144, 1024, 832, 8.30529
W, 36052, 2048, 2159, 16.166
L, 15792, 1024, 1049, 9.91138
W, 36100, 2048, 2140, 15.7801
L, 16080, 1024, 1074, 9.83775
W, 32172, 2048, 1850, 14.9493
L, 12128, 1024, 855, 8.66772
W, 36276, 2048, 2188, 16.0013
W, 32148, 2048, 1915, 15.3267
W, 36316, 2048, 2185, 16.526
L, 16296, 1024, 1106, 9.96463
W, 27304, 2048, 1635, 13.2087
W, 27104, 2048, 1576, 13.3637
W, 27392, 2048, 1643, 13.9674
L, 15896, 1024, 1093, 9.99519
W, 25448, 2048, 1490, 13.5158
W, 27264, 2048, 1683, 13.6235
W, 27380, 2048, 1691, 13.6432
W, 27292, 2048, 1632, 13.9872
W, 27516, 2048, 1648, 14.0174
W, 32156, 2048, 1880, 15.0621
W, 25392, 2048, 1492, 13.4953
W, 31428, 2048, 1816, 14.9696
L, 12112, 1024, 821, 8.90866
W, 26804, 2048, 1581, 13.3564
L, 6976, 512, 556, 6.24807
W, 27028, 2048, 1624, 13.2466
L, 16364, 1024, 1121, 9.71436
L, 15372, 1024, 1007, 9.8171
L, 14920, 1024, 983, 9.80125
W, 36228, 2048, 2228, 16.0724
L, 15996, 1024, 1084, 10.1712
W, 25488, 2048, 1527, 12.8468
W, 26980, 2048, 1569, 13.4882
W, 31856, 2048, 1851, 14.3316
W, 27168, 2048, 1639, 14.0632
W, 35004, 2048, 2139, 16.272
W, 36248, 2048, 2172, 15.7042
W, 35072, 2048, 2092, 16.1744
L, 16220, 1024, 1104, 10.292
W, 25584, 2048, 1550, 13.5204
L, 16116, 1024, 1083, 10.6416
W, 32172, 2048, 1929, 15.8045
W, 30520, 2048, 1812, 14.9191
W, 56512, 4096, 2984, 20.4595
L, 16132, 1024, 1117, 10.5266
W, 23256, 2048, 1376, 12.5875
L, 16140, 1024, 1078, 9.82423
W, 27728, 2048, 1656, 14.024
W, 27112, 2048, 1634, 14.2077
W, 32204, 2048, 1923, 15.4946
L, 16296, 1024, 1103, 9.93745
L, 16112, 1024, 1076, 10.222
L, 6772, 512, 534, 6.61259
W, 25468, 2048, 1491, 12.6725
L, 16004, 1024, 1069, 10.1496
W, 36004, 2048, 2153, 15.9226
L, 12284, 1024, 840, 8.62618
L, 16276, 1024, 1092, 9.81752
L, 16164, 1024, 1090, 10.4848
W, 36248, 2048, 2158, 15.9258
L, 16012, 1024, 1049, 9.65601
W, 32160, 2048, 1863, 14.9071
L, 16168, 1024, 1141, 10.9236
W, 32316, 2048, 1928, 15.5542
L, 2764, 256, 261, 3.99668
W, 27144, 2048, 1606, 13.375
L, 12040, 1024, 810, 8.53783
W, 32276, 2048, 1899, 14.8271
W, 23248, 2048, 1368, 11.488
W, 32208, 2048, 1910, 15.1988
L, 16140, 1024, 1125, 10.5011
L, 3036, 256, 287, 4.05154
W, 31428, 2048, 1840, 14.3602
W, 23304, 2048, 1385, 12.4474
W, 35848, 2048, 2167, 15.8445
L, 12044, 1024, 837, 8.50951
W, 32296, 2048, 1930, 15.5417
L, 16612, 1024, 1104, 9.87198
W, 27164, 2048, 1604, 14.1263
L, 16368, 1024, 1124, 10.0816
L, 16144, 1024, 1097, 10.1586
L, 7316, 512, 596, 7.15699
L, 16316, 1024, 1165, 10.914
L, 16080, 1024, 1073, 9.61853
L, 16116, 1024, 1071, 10.1883
W, 32360, 2048, 1926, 14.3012
W, 36036, 2048, 2168, 16.3147
L, 6996, 512, 538, 6.40894
W, 31964, 2048, 1875, 15.9196
W, 33680, 2048, 1968, 15.5742
W, 36144, 2048, 2122, 16.0408
L, 14420, 1024, 971, 9.25337
L, 15868, 1024, 1086, 10.3671
W, 32216, 2048, 1905, 15.3623
W, 58788, 4096, 3166, 21.8478
L, 16140, 1024, 1083, 10.257
W, 34308, 2048, 2039, 15.1785
W, 27228, 2048, 1606, 13.2171
W, 34528, 2048, 2055, 16.2576
L, 16200, 1024, 1120, 9.85942
W, 34772, 2048, 2041, 15.8484
L, 16180, 1024, 1116, 9.99759
L, 16248, 1024, 1086, 10.0802
L, 16148, 1024, 1118, 10.3295
L, 2456, 256, 235, 3.69956
W, 29784, 2048, 1700, 14.2145
L, 15412, 1024, 1043, 9.91942
W, 25416, 2048, 1535, 12.8884
L, 16128, 1024, 1091, 9.81837
L, 16320, 1024, 1135, 10.3274
W, 23084, 2048, 1346, 12.716
W, 36196, 2048, 2153, 15.9704
W, 23232, 2048, 1363, 12.4645
W, 27132, 2048, 1662, 13.705
W, 36352, 2048, 2200, 16.3584
L, 7032, 512, 557, 6.24212
W, 31520, 2048, 1897, 14.4723
L, 15472, 1024, 1037, 9.98433
W, 27572, 2048, 1620, 13.9481
L, 7016, 512, 565, 6.7082
W, 35940, 2048, 2136, 15.7291
W, 35724, 2048, 2142, 16.1452
L, 16168, 1024, 1081, 9.7582
W, 27448, 2048, 1686, 13.6506
W, 27096, 2048, 1593, 13.4211
W, 33808, 2048, 1964, 15.2126
L, 12048, 1024, 807, 8.7837
L, 16188, 1024, 1078, 10.0453
L, 6596, 512, 511, 6.18944
W, 32320, 2048, 1891, 14.6114
W, 33872, 2048, 1997, 15.8705
W, 36208, 2048, 2192, 16.7063
L, 12184, 1024, 851, 8.8515
W, 32112, 2048, 1908, 15.5478
L, 12164, 1024, 822, 8.61564
L, 16492, 1024, 1097, 9.94174
L, 7076, 512, 550, 6.49389
W, 32192, 2048, 1880, 14.9038
L, 5272, 512, 420, 5.4475
L, 14236, 1024, 939, 9.33778
L, 7024, 512, 562, 6.92352
W, 27300, 2048, 1614, 13.9151
L, 6840, 512, 535, 6.30482
L, 16480, 1024, 1148, 10.2017
L, 7052, 512, 558, 6.33501
W, 34480, 2048, 2050, 15.8174
W, 34036, 2048, 1954, 15.2903
W, 36256, 2048, 2197, 16.1442
W, 27348, 2048, 1678, 14.1657
W, 34584, 2048, 2015, 15.5827
W, 23096, 2048, 1322, 11.3476
W, 27428, 2048, 1696, 14.0601
